Percentage in Communication skills,Hours working per day,Logical Quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,talenttests taken?,olympiads,reading and writing skills,memory capability score,Job/Higher Studies?,Taken inputs from seniors or elders,interested in games,Gentle or Tuff behaviour?,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role,certifications_code,workshops_code,Interested subjects_code,interested career area _code,Type of company want to settle in?_code,Interested Type of Books_code
0.62,10,8,2,5,5,1,1,1,1,1,2,0,0,0,1,1,0,1,1,0,Software Quality Assurance (QA) / Testing,2,6,3,3,7,7
0.84,5,2,6,6,9,1,1,0,0,1,1,2,1,0,1,1,1,0,1,1,Software Quality Assurance (QA) / Testing,2,2,2,5,1,25
0.88,7,1,6,2,3,1,1,1,1,0,2,0,1,1,1,1,1,1,1,1,UX Designer,2,2,6,0,6,14
0.9,8,4,4,4,8,1,1,0,1,0,2,0,1,1,1,0,0,1,1,0,Network Security Administrator,4,6,8,2,6,1
0.7,7,1,3,4,5,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,Business Systems Analyst,2,0,7,3,2,30
0.94,12,7,5,1,4,1,1,0,1,0,2,0,1,0,0,1,1,1,1,1,CRM Technical Developer,4,6,8,0,7,8
0.89,9,3,0,7,9,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Project Manager,0,1,5,2,8,27
0.63,9,7,3,8,7,0,1,0,1,1,1,2,0,1,0,0,1,0,0,1,Technical Support,2,3,3,5,3,19
0.6,11,7,4,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,Systems Security Administrator,6,7,6,1,9,16
0.81,10,1,3,5,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,UX Designer,4,0,0,4,0,16
0.61,4,6,6,8,4,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,Programmer Analyst,8,7,9,4,1,3
0.67,9,5,1,8,5,1,0,0,0,0,1,2,0,1,1,0,1,1,0,0,Network Security Engineer,3,1,5,4,5,3
0.77,8,9,3,6,7,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,Database Manager,7,1,3,3,9,30
0.69,8,4,5,8,3,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,Web Developer,5,1,1,5,0,14
0.74,6,6,0,2,2,1,1,0,0,1,1,2,1,1,1,0,0,0,1,1,Programmer Analyst,7,4,7,1,0,2
0.83,10,7,3,5,7,1,1,1,1,1,0,2,0,0,1,0,0,0,0,1,Applications Developer,1,1,4,3,1,17
0.69,7,7,0,3,1,0,1,1,0,0,2,2,1,1,0,1,1,0,1,1,Business Systems Analyst,0,2,6,2,6,17
0.84,4,7,2,9,7,1,1,1,0,1,2,0,1,1,0,1,1,0,0,1,Business Intelligence Analyst,7,5,6,2,5,19
0.85,5,9,6,6,8,0,0,0,1,1,0,2,1,0,1,0,0,1,1,0,Software Developer,0,1,8,1,0,6
0.74,9,7,5,5,6,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,Network Engineer,8,3,8,3,4,9
0.7,10,8,1,9,4,0,1,0,0,1,2,2,0,1,1,0,0,1,1,1,Information Technology Manager,0,7,8,1,5,17
0.77,8,8,6,3,6,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,Technical Engineer,2,7,6,4,8,17
0.84,4,4,1,9,6,1,1,1,0,0,2,0,0,0,0,0,1,0,0,0,Web Developer,4,4,5,3,2,1
0.9,5,7,4,6,4,0,0,0,0,0,2,2,0,0,0,1,1,0,0,1,Solutions Architect,0,2,7,1,4,1
0.87,12,4,5,3,6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,Business Intelligence Analyst,1,6,1,0,2,19
0.7,7,1,2,5,2,0,0,0,0,1,1,2,0,0,1,0,1,0,1,1,Quality Assurance Associate,6,7,5,1,2,26
0.71,8,8,4,1,6,0,1,0,0,0,2,1,0,1,1,0,1,0,0,1,Network Engineer,1,1,6,4,2,8
0.69,5,3,4,8,2,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,Mobile Applications Developer,8,0,3,0,4,23
0.69,7,1,2,9,9,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,Network Security Administrator,0,2,7,3,9,5
0.84,11,6,0,6,8,0,1,1,0,0,2,2,0,0,0,1,1,0,1,1,Software Engineer,0,4,1,3,4,14
0.67,6,4,3,1,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,Portal Administrator,6,6,4,5,5,14
0.83,9,4,5,2,8,1,0,1,0,1,0,2,0,0,0,1,0,1,0,1,Programmer Analyst,2,4,4,3,1,19
0.69,5,1,6,9,6,0,0,1,0,1,2,0,0,1,1,1,1,0,1,1,Software Engineer,3,2,0,4,9,26
0.67,6,8,1,8,1,0,0,0,1,0,2,0,0,0,1,1,1,1,0,1,Information Technology Auditor,1,6,2,1,1,13
0.71,10,9,4,9,6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,Information Technology Auditor,6,0,4,2,4,17
0.69,7,2,5,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,Information Security Analyst,4,7,0,1,9,10
0.77,7,1,0,4,3,0,1,0,1,1,2,1,1,0,0,1,1,0,0,1,CRM Technical Developer,6,4,8,3,0,5
0.84,4,5,3,7,6,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,Database Developer,6,3,8,5,7,1
0.84,11,7,1,2,3,1,1,1,0,0,0,2,1,1,0,0,1,1,1,0,Database Developer,5,3,1,0,5,20
0.79,4,3,0,8,2,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,Software Engineer,1,2,0,4,9,9
0.74,9,4,0,2,2,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,UX Designer,1,7,4,5,2,11
0.94,7,7,2,6,1,1,0,0,0,1,2,0,0,0,1,1,1,0,0,0,Technical Engineer,1,5,4,3,9,22
0.66,12,8,2,9,3,1,1,1,0,1,2,1,1,1,0,0,1,1,0,1,CRM Business Analyst,1,7,5,2,3,10
0.73,4,3,5,9,2,0,1,1,0,1,2,1,0,1,0,1,0,0,1,0,Database Developer,8,2,8,2,7,22
0.64,7,4,5,9,8,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,CRM Technical Developer,0,3,3,5,4,13
0.87,6,7,3,8,8,0,1,0,0,0,0,2,1,0,1,1,0,0,0,1,Network Engineer,5,4,7,2,6,0
0.79,12,4,1,7,4,1,1,0,1,1,0,2,1,1,1,0,1,1,0,1,Solutions Architect,3,5,2,4,2,3
0.69,5,7,6,7,8,1,0,1,1,1,0,2,1,1,0,1,0,0,1,0,Network Security Engineer,4,7,9,0,3,8
0.68,10,5,5,3,7,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,UX Designer,5,7,1,2,7,4
0.75,9,9,1,8,8,0,1,1,1,0,0,2,1,1,0,1,0,1,0,1,Project Manager,7,5,3,5,9,6
0.73,8,6,6,6,3,0,1,1,1,0,2,1,1,1,0,1,1,1,1,0,Technical Services/Help Desk/Tech Support,6,1,5,3,5,8
0.76,6,8,2,5,9,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,Network Security Administrator,0,3,4,3,2,19
0.64,9,8,2,8,3,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,Information Technology Auditor,4,5,3,5,7,18
0.62,9,1,2,1,3,1,0,0,1,0,2,1,1,1,1,0,1,1,0,0,Software Quality Assurance (QA) / Testing,0,7,9,0,1,9
0.74,8,3,2,1,6,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,Database Administrator,0,2,6,5,2,30
0.67,12,9,1,9,1,1,1,1,1,1,1,2,0,0,0,0,1,1,0,1,Applications Developer,5,5,4,5,1,1
0.76,8,1,4,2,7,0,1,0,1,0,2,2,0,0,1,1,0,1,0,0,Database Manager,2,6,8,3,6,6
0.79,5,6,2,3,4,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,Portal Administrator,6,0,6,0,0,8
0.79,12,7,5,6,3,0,0,0,0,1,0,2,1,0,0,1,1,1,1,1,Project Manager,4,5,3,4,5,18
0.73,6,6,1,9,4,0,1,1,0,0,2,2,0,1,0,1,0,1,1,1,Systems Security Administrator,5,0,0,0,3,5
0.86,6,2,6,3,8,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,Data Architect,8,3,7,5,7,24
0.68,4,6,0,3,7,1,0,0,1,1,1,2,0,1,0,0,1,0,1,0,Information Technology Manager,3,0,6,3,4,6
0.89,4,2,0,2,7,0,0,0,0,1,2,0,0,0,0,1,0,1,1,0,Systems Security Administrator,4,1,8,5,0,30
0.89,5,8,0,2,2,0,1,1,0,0,1,2,0,0,1,0,0,0,0,1,Systems Security Administrator,7,2,3,5,3,13
0.72,6,3,3,3,9,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,Network Security Administrator,5,3,3,4,4,25
0.83,8,1,6,6,4,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,Database Administrator,2,7,8,2,1,4
0.62,7,8,5,9,4,1,0,1,1,1,1,2,1,0,1,0,0,0,1,0,Network Engineer,3,1,4,1,0,1
0.72,9,4,5,6,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,Systems Analyst,6,1,9,2,6,16
0.93,5,4,5,5,1,0,1,1,1,0,2,0,1,1,0,1,1,1,0,0,CRM Business Analyst,5,2,2,0,7,23
0.68,9,8,1,2,6,0,1,0,0,0,2,0,1,1,0,0,1,1,1,0,Network Security Administrator,1,5,3,3,8,6
0.69,4,6,6,8,6,0,1,0,1,1,2,1,1,0,0,1,1,1,0,1,CRM Technical Developer,6,7,7,3,0,17
0.88,9,5,3,9,6,0,0,1,1,0,1,2,0,0,0,1,1,0,0,1,Systems Security Administrator,1,0,7,3,8,7
0.91,11,2,2,4,9,1,0,1,0,1,2,0,1,1,0,0,0,0,0,1,Software Quality Assurance (QA) / Testing,4,6,5,4,9,16
0.7,8,3,3,2,6,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,Business Systems Analyst,6,2,6,1,6,11
0.6,9,7,3,4,2,1,1,0,0,1,1,2,1,1,1,0,0,0,1,1,Information Technology Manager,8,0,7,4,9,27
0.83,6,9,4,3,4,1,1,1,1,1,0,2,0,1,1,1,1,0,0,1,Information Technology Manager,3,1,7,5,5,21
0.82,7,8,4,4,3,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,UX Designer,8,7,8,5,1,13
0.76,12,7,1,5,8,0,1,1,0,1,2,1,0,1,1,0,0,1,1,1,CRM Business Analyst,7,5,0,4,6,10
0.73,12,5,2,9,3,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,CRM Technical Developer,7,2,3,1,3,2
0.63,11,8,1,1,2,1,0,1,0,0,2,0,0,0,0,1,1,0,0,1,Information Technology Auditor,7,2,6,0,6,1
0.75,8,9,6,7,5,1,0,0,1,1,2,0,1,1,1,0,1,1,1,1,Database Developer,1,0,4,5,9,8
0.85,12,7,2,8,4,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,E-Commerce Analyst,5,3,2,3,0,20
0.61,7,7,4,4,5,0,1,1,1,0,0,2,1,1,1,1,0,1,1,0,Systems Security Administrator,5,5,6,5,9,19
0.69,7,1,0,2,2,1,1,1,0,0,2,0,1,0,1,0,0,1,0,1,Information Security Analyst,2,5,5,3,5,10
0.65,10,8,4,1,2,1,0,1,1,1,2,1,1,0,1,1,0,1,0,1,Database Developer,7,0,5,4,4,16
0.62,9,3,4,4,5,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,Information Security Analyst,8,6,6,4,2,20
0.89,9,4,4,2,1,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0,Network Security Administrator,0,1,4,4,2,24
0.64,9,8,5,1,2,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,Technical Support,7,1,7,0,3,6
0.69,11,7,3,7,4,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,Data Architect,2,5,5,5,7,22
0.78,5,9,3,5,3,1,0,1,1,0,0,2,1,1,0,1,0,1,0,1,CRM Business Analyst,5,7,6,5,9,23
0.62,4,7,1,3,7,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,Programmer Analyst,4,7,4,4,0,19
0.9,7,3,4,6,3,1,1,1,1,1,2,2,0,0,0,1,0,0,0,0,Information Technology Manager,7,2,7,3,6,22
0.77,5,1,4,4,8,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,Systems Analyst,2,7,3,4,5,16
0.71,9,9,6,4,2,0,0,1,0,1,0,2,0,1,1,1,1,0,1,0,Technical Support,5,7,6,0,0,27
0.89,5,9,6,8,4,1,1,1,0,1,0,2,0,0,0,1,0,0,1,0,Systems Security Administrator,4,4,4,3,1,16
0.71,9,6,2,7,7,0,0,1,1,1,1,2,0,1,1,1,1,1,0,1,Web Developer,0,4,0,1,8,17
0.81,12,9,0,1,6,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,Systems Security Administrator,2,0,7,0,0,5
0.85,12,4,6,9,5,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,Database Developer,3,0,0,2,8,6
0.65,7,5,4,9,2,1,0,1,1,0,2,0,0,1,0,1,1,1,0,0,Software Systems Engineer,5,2,9,1,1,3
0.71,6,1,6,2,8,0,1,0,1,1,2,1,0,1,1,1,1,1,1,0,Mobile Applications Developer,8,3,9,5,2,25
0.63,8,5,0,1,4,0,0,1,0,0,2,0,1,0,1,0,0,1,1,0,Technical Engineer,8,3,1,1,7,0
0.67,11,2,2,7,2,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,Systems Analyst,4,3,6,0,0,14
0.79,4,7,3,2,3,0,1,0,1,0,2,2,1,0,0,1,1,0,0,1,Software Systems Engineer,6,3,6,1,7,13
0.8,6,4,4,2,1,1,0,0,0,0,2,0,0,1,1,0,0,1,1,0,Software Developer,0,7,7,5,5,25
0.93,6,8,1,7,5,1,0,1,0,1,2,0,0,1,1,0,0,0,0,0,Technical Engineer,6,5,9,2,7,25
0.89,10,7,5,8,1,1,1,1,0,0,1,2,0,1,0,1,1,0,0,0,Database Developer,2,5,3,4,8,4
0.7,8,8,1,8,5,0,1,0,1,0,2,1,1,1,1,0,0,0,0,1,Portal Administrator,6,5,7,5,7,12
0.69,11,4,2,3,9,1,1,0,0,1,1,2,0,0,0,1,1,0,1,0,Project Manager,2,6,6,0,4,5
0.93,9,7,1,6,5,1,0,0,0,0,2,1,0,1,1,1,1,0,1,1,Network Engineer,1,4,8,2,1,22
0.76,7,2,0,5,6,1,1,0,1,0,2,2,1,0,1,1,0,1,0,1,Business Intelligence Analyst,1,2,4,4,3,13
0.62,5,6,5,5,7,1,1,0,1,1,2,2,1,0,0,1,0,1,0,1,Business Systems Analyst,5,4,6,5,6,23
0.7,7,7,3,5,6,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Systems Analyst,7,4,4,3,8,27
0.87,7,2,6,1,6,1,0,1,0,1,0,2,1,1,1,0,0,1,0,0,E-Commerce Analyst,8,7,9,1,3,28
0.77,8,4,1,8,5,0,1,1,1,1,2,0,1,1,0,1,0,1,1,0,Design & UX,1,5,8,1,6,19
0.79,5,1,6,8,7,1,1,0,1,1,2,2,0,0,0,1,1,0,1,1,Technical Services/Help Desk/Tech Support,6,0,8,3,4,13
0.92,6,1,5,3,8,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,Data Architect,5,3,9,4,8,26
0.69,8,3,3,5,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,Project Manager,8,7,3,4,7,15
0.85,10,9,5,8,6,0,1,1,0,1,1,2,0,0,1,0,1,0,1,1,Mobile Applications Developer,3,0,9,2,0,19
0.69,7,1,5,9,9,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,CRM Business Analyst,6,0,5,4,7,15
0.61,8,9,0,6,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,Applications Developer,5,4,8,2,0,9
0.8,11,1,1,1,4,1,1,1,1,1,2,2,1,1,0,1,1,1,1,1,Applications Developer,2,3,9,0,4,21
0.6,10,4,0,7,9,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,Business Intelligence Analyst,8,5,8,4,5,13
0.9,8,4,5,3,9,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,Technical Support,7,4,2,4,1,18
0.85,12,6,0,8,9,1,0,1,0,1,1,2,1,1,1,0,0,1,0,0,Information Technology Auditor,7,7,8,2,3,27
0.78,4,8,4,3,8,0,1,1,1,1,2,1,0,0,0,1,1,0,0,0,Software Quality Assurance (QA) / Testing,4,4,9,5,5,15
0.67,12,8,5,5,6,1,1,1,0,1,2,2,1,0,1,1,1,0,0,0,Database Developer,3,3,5,3,8,21
0.63,9,6,0,6,5,0,0,1,0,0,2,2,0,0,0,0,1,0,1,1,Mobile Applications Developer,1,3,5,4,9,14
0.74,7,8,5,4,1,0,1,1,1,1,2,2,1,0,1,0,1,0,0,0,Software Systems Engineer,7,2,0,1,7,23
0.62,10,9,5,5,3,0,1,0,0,0,2,0,0,1,0,1,1,1,0,1,Software Developer,5,4,5,2,4,13
0.79,7,8,3,9,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Web Developer,2,6,5,0,1,0
0.85,4,6,5,4,2,0,0,1,0,0,2,0,0,0,0,1,0,0,1,1,Applications Developer,5,0,7,4,4,2
0.94,9,6,0,8,9,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,Applications Developer,2,1,1,2,8,17
0.93,9,5,2,3,2,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,Network Engineer,8,7,6,5,3,27
0.63,9,9,5,5,8,1,0,0,0,1,0,2,0,0,0,0,0,1,0,1,Database Manager,1,3,1,1,0,4
0.69,11,5,0,8,2,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,Database Manager,5,2,4,4,5,20
0.82,10,5,3,4,4,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,Systems Analyst,2,3,8,0,4,16
0.77,8,2,5,8,2,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,Quality Assurance Associate,3,6,1,2,9,10
0.82,4,8,4,6,5,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,Data Architect,8,7,1,5,2,0
0.8,12,8,6,1,2,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,Network Security Administrator,6,1,5,2,3,26
0.71,11,5,6,3,3,1,1,1,0,0,2,0,0,1,0,1,1,1,0,0,Information Technology Auditor,8,1,0,1,5,0
0.77,7,6,5,7,7,0,1,1,0,0,2,1,1,1,1,0,1,1,1,1,Business Intelligence Analyst,1,3,7,2,5,27
0.83,10,4,0,9,5,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,Data Architect,7,7,7,5,3,0
0.91,6,6,5,3,7,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,Software Quality Assurance (QA) / Testing,7,2,5,5,3,23
0.61,7,7,2,3,4,1,0,0,1,1,2,2,0,1,1,0,1,0,1,1,Business Intelligence Analyst,7,3,5,2,8,27
0.67,11,6,1,7,6,1,1,0,0,1,2,2,0,1,1,1,0,1,1,1,Quality Assurance Associate,3,0,4,1,1,24
0.87,11,5,6,3,6,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,Software Systems Engineer,5,7,7,1,7,6
0.6,6,7,4,1,3,0,1,1,1,1,2,1,0,1,1,0,0,0,1,0,CRM Technical Developer,8,0,7,3,2,4
0.62,12,8,4,6,5,1,0,1,1,1,1,2,1,1,0,0,1,0,1,0,Technical Services/Help Desk/Tech Support,0,5,5,1,1,29
0.73,9,6,2,9,5,1,0,1,1,0,1,2,1,1,1,0,1,0,1,0,Information Security Analyst,6,2,9,4,0,10
0.69,6,4,3,4,8,0,0,1,1,0,2,0,0,0,1,1,1,1,1,1,Data Architect,6,1,1,3,4,28
0.86,12,2,0,5,5,1,1,1,1,1,2,0,0,1,1,0,0,1,1,1,CRM Technical Developer,0,0,9,3,5,17
0.91,10,3,3,5,8,0,0,1,0,0,2,0,0,1,0,1,1,1,1,1,Technical Support,2,7,4,1,3,13
0.66,5,7,0,9,8,1,1,0,1,1,1,2,1,0,1,0,1,1,0,0,Project Manager,4,1,4,5,9,26
0.65,8,8,1,7,6,1,0,1,0,0,0,2,0,0,1,1,0,1,0,1,Network Security Administrator,2,5,0,0,3,0
0.83,5,4,0,6,7,1,1,1,1,1,1,2,1,1,0,1,0,1,1,1,Network Security Administrator,5,4,0,4,8,24
0.85,4,2,5,5,2,1,0,0,1,1,2,2,1,1,1,0,1,1,1,0,Software Engineer,3,2,2,5,5,4
0.82,6,5,5,5,8,0,0,0,1,1,2,1,1,0,1,1,1,0,0,0,Technical Support,1,6,5,3,3,17
0.77,5,9,6,6,6,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,Web Developer,1,4,0,4,0,29
0.83,10,8,1,7,9,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,CRM Technical Developer,1,7,4,1,3,18
0.8,5,7,3,7,3,1,0,0,1,1,0,2,1,1,1,0,1,1,1,0,Programmer Analyst,2,5,7,4,4,16
0.9,7,4,4,1,5,1,0,0,1,0,2,2,0,1,1,0,0,0,0,1,Business Intelligence Analyst,1,7,7,1,5,8
0.8,10,8,3,7,8,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,Technical Engineer,6,3,5,4,0,23
0.89,8,6,2,2,2,0,1,1,1,1,1,2,1,1,0,0,0,1,0,0,Network Engineer,3,4,5,1,9,11
0.7,11,9,6,3,7,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,Applications Developer,4,7,8,0,2,11
0.65,8,6,2,7,1,0,0,1,1,1,1,2,0,0,1,0,0,0,0,1,Systems Analyst,1,5,7,0,9,1
0.69,4,8,6,9,2,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,Software Engineer,5,1,4,1,0,0
0.85,12,2,1,9,8,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,Business Systems Analyst,3,7,2,5,0,29
0.73,4,2,0,7,3,1,0,1,1,1,2,2,1,1,0,0,1,1,1,1,Data Architect,5,0,9,2,4,16
0.73,11,8,2,1,4,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,Project Manager,4,6,4,4,6,23
0.65,4,4,1,4,9,1,1,1,0,1,0,2,0,0,0,0,0,0,0,1,Business Intelligence Analyst,8,7,8,0,3,2
0.89,5,6,0,8,5,1,0,1,1,0,2,0,1,0,0,0,1,0,1,1,Portal Administrator,4,1,9,4,2,16
0.9,11,4,5,1,9,0,0,1,0,0,1,2,1,0,0,1,0,1,1,1,Business Systems Analyst,2,6,7,4,0,2
0.65,8,5,3,5,5,0,1,1,1,0,2,2,1,1,0,0,0,1,1,0,Technical Services/Help Desk/Tech Support,1,2,6,0,4,20
0.69,6,3,5,2,2,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,E-Commerce Analyst,7,3,0,4,9,30
0.66,5,2,3,7,5,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,E-Commerce Analyst,2,5,2,0,4,27
0.76,6,5,4,2,7,0,1,0,1,0,2,1,0,1,0,1,1,0,1,0,CRM Business Analyst,5,4,7,4,3,17
0.73,10,4,4,1,5,1,1,1,0,1,1,2,1,0,1,1,1,0,0,0,Business Intelligence Analyst,8,4,5,4,9,10
0.69,9,8,6,2,6,0,0,1,0,1,2,2,1,0,1,0,0,1,1,0,Quality Assurance Associate,7,6,2,1,7,29
0.62,4,2,5,3,8,0,1,1,0,1,0,2,1,1,0,1,1,1,1,1,Systems Security Administrator,6,2,3,5,9,20
0.94,12,7,4,9,6,0,0,0,0,0,2,1,1,1,0,1,1,1,1,1,Software Systems Engineer,2,1,4,3,5,13
0.89,6,4,3,2,4,1,0,1,0,1,2,1,0,1,1,0,1,1,1,0,Systems Security Administrator,1,4,9,3,3,2
0.79,9,1,4,6,5,1,1,1,0,0,0,2,1,0,1,1,0,1,1,0,Data Architect,7,5,2,0,4,16
0.72,10,7,1,6,7,0,0,0,0,0,0,2,1,1,0,0,1,0,1,0,Technical Services/Help Desk/Tech Support,8,3,7,4,0,26
0.63,7,2,2,3,6,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,Mobile Applications Developer,4,4,4,5,9,30
0.91,10,3,4,7,4,0,0,1,0,1,2,2,1,0,0,0,0,0,0,1,CRM Business Analyst,8,3,7,1,6,14
0.91,7,2,6,8,7,0,0,0,1,0,2,0,0,0,1,0,1,1,1,0,CRM Technical Developer,5,1,2,5,5,3
0.64,9,4,2,8,6,0,0,0,1,1,2,1,1,1,0,0,0,1,1,0,Data Architect,2,7,8,2,0,16
0.93,7,3,2,8,6,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,Information Technology Manager,8,0,5,1,0,20
0.69,8,5,0,4,1,1,1,1,0,0,1,2,0,0,1,1,1,1,0,1,CRM Business Analyst,7,2,5,0,0,5
0.9,9,5,5,6,6,0,0,0,1,1,1,2,1,0,1,0,0,1,0,0,Systems Security Administrator,4,5,2,5,2,15
0.78,5,1,3,7,7,1,0,0,0,1,1,2,1,0,0,0,1,0,0,0,Quality Assurance Associate,8,1,5,3,8,22
0.67,4,4,4,6,5,0,0,1,1,0,2,1,1,0,0,1,0,1,1,0,Applications Developer,3,4,7,0,5,22
0.86,5,1,0,5,6,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,Network Security Administrator,5,4,1,1,0,7
0.71,8,9,5,9,6,0,0,0,0,0,1,2,1,0,1,0,1,0,1,1,Business Systems Analyst,7,7,6,2,8,6
0.65,6,6,2,7,1,0,1,1,0,1,0,2,1,0,1,1,0,1,1,0,Quality Assurance Associate,7,0,3,4,5,3
0.66,4,7,4,9,1,1,0,0,1,1,0,2,1,1,0,1,0,1,0,1,Web Developer,6,5,5,3,8,13
0.79,10,5,5,1,8,1,0,1,0,0,2,1,0,1,1,0,1,1,0,0,Portal Administrator,5,1,4,5,0,21
0.74,12,6,3,4,9,0,0,1,1,1,2,1,1,1,1,0,1,1,0,1,Information Technology Auditor,5,7,6,2,4,18
0.66,11,6,4,3,6,0,1,0,1,0,0,2,0,0,0,1,0,1,1,1,Project Manager,7,1,4,2,3,14
0.81,12,7,6,3,7,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,Database Developer,6,3,5,2,5,12
0.83,6,1,1,6,5,1,0,1,1,0,0,2,0,1,1,1,0,0,0,0,Business Intelligence Analyst,2,6,5,2,0,16
0.64,8,4,0,7,9,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,Business Systems Analyst,3,4,8,0,7,19
0.94,11,6,5,9,4,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,Software Engineer,4,3,9,2,2,18
0.87,6,5,0,7,5,0,0,1,1,1,2,0,1,1,0,0,0,1,1,1,Network Security Engineer,5,4,3,1,6,1
0.8,6,9,0,2,1,1,1,0,0,1,2,2,1,1,0,1,0,0,0,0,CRM Business Analyst,8,6,5,2,1,6
0.81,8,8,3,4,5,1,0,0,1,1,1,2,1,1,0,0,0,1,0,0,CRM Business Analyst,8,4,7,2,9,26
0.76,12,8,0,9,6,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,Applications Developer,8,0,0,3,5,0
0.62,4,8,3,5,9,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,Software Systems Engineer,4,7,1,2,4,24
0.76,12,7,1,3,3,1,1,1,1,0,2,0,1,0,1,1,1,1,0,0,Business Systems Analyst,7,6,4,3,5,27
0.84,9,3,2,3,7,1,1,0,0,1,1,2,1,1,1,1,0,1,1,1,Data Architect,3,7,0,3,1,29
0.81,10,9,1,7,3,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,UX Designer,0,7,6,2,3,7
0.83,6,2,5,8,9,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,Quality Assurance Associate,1,0,2,3,5,25
